Identificador,ual_prov,ual_cant,ual_parr,ual_estr,ual_segm,al_ncues,ec19_actafec,ec19_dadinsu,ec19_dconmob,ec19_dtraterre,ec19_dofretrab,ec19_pveprfalt,ec19_pveprausc,ec19_accecred,ec19_recayamag,ec19_recayusgr,ec19_recayugc,ec19_recayugadm,ec19_recayugadp,ec19_recayuong,ec19_recayuotro,ec19_recayudesc,eu_superficie_ha,eu_k1301,eu_k1302,eu_k1303,eu_k1304,eu_k1305,eu_k1306,eu_k1307,eu_k1308,eu_k1309,eu_k1310,eu_k1311,eu_k1312,eu_trs,eu_trc,eu_tro,eu_tn,fact_exp_fin_principales,cg_vive_predio_pr,cg_terredensm,cg_dista_pre_viv,cg_k100,cg_k101,cg_se_define,cg_k102,cg_segsoccam,cg_accesocomp,cg_accesointer,cg_superficie,cg_unidadmedida,grupo1,edad_rango,pa_arealm,pa_areempa,eq_earado,eq_semman,eq_emotoguadana,eq_ebmanual,eq_ebestaciona,eq_ecosgranfigr,ct_numt,ct_numl,rc_clacul,ct_k504,ct_k505,ct_prepa_suelo,ct_k506,ct_k507,ct_k508,ct_k509,ct_k510,ct_k510ha,ct_k511,ct_k511ha,ct_k512,ct_k516,ct_k517,ct_k518,ct_k520,ct_afecta_prod,ct_k522,ct_k523,ct_k524,ct_k526,ct_venmernac,ct_venmerint,ct_rdproven1,ct_rdproven2,ct_rdproven3,ct_rdproven4,ct_rdproven5,ct_rdproven6,ct_fconvf,ct_fconvs,ct_seg_agri,ct_kits_agri,ct_presueuti,ct_riego,ct_superf_regada_ha,ct_porc_surc,ct_porc_aspe,ct_porc_micr,ct_porc_gote,ct_porc_nebu,ct_porc_otro,ct_aferti,ct_forg,ct_cant1_fo,ct_umed1_fo,ct_cant2_fo,ct_umed2_fo,ct_cant3_fo,ct_umed3_fo,ct_fqui,ct_cantidad_npk_fq,ct_umed_npk_fq,ct_cantidad_nit_fq,ct_umed_nit_fq,ct_cantidad_fq,ct_umed_fq,ct_cantidad_pot_fq,ct_umed_pot_fq,ct_afito,ct_porg,ct_cantidad_po,ct_umed_po,ct_pqui,ct_cantidad_her_pq,ct_umed_her_pq,ct_color_her_pq,ct_cantidad_ins_pq,ct_umed_ins_pq,ct_color_ins_pq,ct_cantidad_fun_pq,ct_umed_fun_pq,ct_color_fun_pq,ct_cantidad_pq,ct_umed_pq,ct_color_pq,ct_trabocacont,ct_trabfami,ct_piensasem_int,ct_supersem_int,ct_supersemha_int,ct_messiem_int,ct_condcult_int,ct_codcultiv1_int,ct_codcultiv2_int,ct_nclavr,ct_trs,ct_trc,ct_tro,ct_tn,ct_prod,ct_superdida,superdida,ct_sequia,ct_helada,ct_plagas,ct_enfermedades,ct_inundacion,ct_otra,ct_secomun,ct_semejorada,ct_secertificada,ct_sehibrinac,ct_sehibrinter,Ventas,ct_sriego,su_fertilizada,su_plaguicidas,ct_nuevacondicion,fact_exp_fin_cultivo
12015302141980001,12,1,53,2,14198,1,1,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.056,6,6.0,,1.0,1.0,,,,,5.0,5.0,,,2.0,,4,31.0750829300293,1,1.0,,1,79,1,1,1,0,0,10.0,2,5,4,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2,2,507,1,,1,3.0,6.0,20.0,10.0,2.97,2.0956,2.97,2.0956,,150.0,37.0,220.0,19.0,6.0,100.0,37.0,220.0,19.0,100.0,,,50.0,,,,,,,0,0,1,1,2.0956,100.0,,,,,,1,0,,,,,,,1,900.0,2.0,,,,,,,1,0.0,,,1.0,,,,3.0,5.0,2.0,,,,,,,1.0,,1,2.97,2.0956,6.0,1.0,507.0,,507.0,,2.0,,4.0,15.0,0.0,,,,,,,,,,2.0956,,,10.0,2.0956,2.0956,2.0956,1,59.515974520602995
9065302059970002,9,6,53,2,5997,2,0,,,,,,,,,,,,,,,,2.1168,3,2.0,1.0,1.0,,1.0,,,,2.0,2.0,,,2.0,,4,31.1250778377427,0,,0.5,0,60,4,7,0,0,0,3.0,2,3,3,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2,1,507,1,,1,1.0,5.0,20.0,9.0,2.75,1.9404,2.75,1.9404,,78.0,37.0,230.0,19.0,2.0,78.0,37.0,230.0,19.0,100.0,,,,,,,,,,0,0,1,1,1.9404,100.0,,,,,,1,0,,,,,,,1,150.0,2.0,150.0,2.0,150.0,2.0,,,1,0.0,,,1.0,2.75,5.0,2.0,1.0,5.0,2.0,1.0,5.0,2.0,,,,2.0,,1,2.75,1.9404,5.0,1.0,507.0,,507.0,,2.0,,4.0,8.15454545454545,0.0,,,,,,,,1.9404,,,,,8.15454545454545,1.9404,1.9404,1.9404,1,29.1608244867662
9025003008490021,9,2,50,3,849,21,0,,,,,,,,,,,,,,,,17.0,2,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,,2.0,,4,31.2827253160044,0,,0.2,1,47,4,2,0,0,0,17.0,1,6,3,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1,2,507,1,,1,1.0,6.0,20.0,10.0,7.0,7.0,7.0,7.0,,280.0,37.0,220.0,19.0,6.0,280.0,37.0,220.0,19.0,100.0,,,,,,,,,,0,0,1,1,7.0,100.0,,,,,,1,0,,,,,,,1,0.0,,42.0,3.0,,,,,1,0.0,,,1.0,21.0,5.0,3.0,,,,1.0,5.0,2.0,,,,3.0,,1,7.0,7.0,6.0,1.0,507.0,,507.0,,2.0,,4.0,28.0,0.0,,,,,,,,7.0,,,,,56.0,7.0,7.0,7.0,1,75.9723329102964
9205602112870002,9,20,56,2,11287,2,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,3,3.0,,1.0,1.0,,,,,2.0,2.0,,,2.0,,4,31.478564432860605,0,,99.0,1,43,3,1,0,0,0,1.0,1,2,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,1,507,1,,1,3.0,4.0,20.0,9.0,1.0,1.0,1.0,1.0,,43.0,37.0,205.0,19.0,2.0,43.0,37.0,205.0,19.0,100.0,,,,,,,,,,0,0,1,1,1.0,100.0,,,,,,1,0,,,,,,,1,,,12.0,3.0,,,,,1,0.0,,,1.0,1.0,5.0,2.0,2.0,5.0,2.0,,,,,,,2.0,1.0,1,1.0,1.0,1.0,1.0,507.0,,507.0,,2.0,,4.0,4.00681818181818,0.0,,,,,,,,,,1.0,,,4.00681818181818,1.0,1.0,1.0,1,31.478564432860605
9185002051010002,9,18,50,2,5101,2,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.0,5,5.0,,1.0,1.0,,,,,4.0,4.0,,,2.0,,4,31.5636811660076,1,1.0,,1,87,3,1,0,0,0,8.0,1,5,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,1,507,1,,1,1.0,1.0,20.0,6.0,7.99,7.99,7.99,7.99,,280.0,37.0,200.0,19.0,5.0,280.0,37.0,200.0,19.0,100.0,,,,,,,,,,0,0,2,1,7.99,100.0,,,,,,1,0,,,,,,,1,30.0,3.0,,,,,,,1,0.0,,,1.0,3.0,5.0,3.0,3.0,5.0,3.0,,,,,,,4.0,,1,7.99,7.99,2.0,1.0,507.0,,507.0,,2.0,,4.0,25.4545454545455,0.0,,,,,,,,7.99,,,,,25.4545454545455,7.99,7.99,7.99,1,31.4043244630479
9025002075560003,9,2,50,2,7556,3,0,,,,,,,,,,,,,,,,4.9392,2,1.0,1.0,2.0,1.0,1.0,,,,,,,,2.0,,4,31.671037542169,0,,99.0,1,49,4,1,0,0,0,7.0,2,4,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2,1,507,1,,1,3.0,1.0,20.0,5.0,5.0,3.528,5.0,3.528,,275.0,37.0,200.0,19.0,2.0,275.0,37.0,200.0,19.0,100.0,,,,,,,,,,0,0,1,0,,,,,,,,1,0,,,,,,,1,200.0,2.0,300.0,2.0,,,,,1,0.0,,,1.0,3.0,5.0,4.0,3.0,5.0,3.0,,,,,,,,1.0,1,5.0,3.528,1.0,1.0,507.0,,507.0,,2.0,,4.0,25.0,0.0,,,,,,,,,,3.528,,,25.0,,3.528,3.528,1,29.218979999248198
9025003008490022,9,2,50,3,849,22,0,,,,,,,,,,,,,,,,12.0,1,,1.0,1.0,,1.0,,,,,,,,2.0,,4,31.7780910261096,0,,0.2,0,56,4,3,0,0,1,12.0,1,6,3,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1,1,507,1,,1,1.0,1.0,20.0,5.0,8.0,8.0,8.0,8.0,,280.0,37.0,220.0,19.0,6.0,280.0,37.0,220.0,19.0,100.0,,,,,,,,,,0,0,1,1,8.0,100.0,,,,,,1,0,,,,,,,1,50.0,3.0,,,,,,,1,0.0,,,1.0,24.0,5.0,3.0,,,,2.0,5.0,2.0,,,,3.0,,0,,,,,,,507.0,,2.0,,4.0,28.0,0.0,,,,,,,,8.0,,,,,28.0,8.0,8.0,8.0,1,47.6671365391644
9065402055150015,9,6,54,2,5515,15,1,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.1168,16,16.0,,1.0,1.0,,,,,15.0,15.0,,,2.0,,4,31.8456790138868,0,,0.1,0,37,3,1,0,0,0,3.0,2,3,2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,1,507,1,,1,1.0,5.0,20.0,9.0,3.0,2.1168,3.0,2.1168,,90.0,37.0,240.0,19.0,6.0,90.0,37.0,240.0,19.0,100.0,,,,,,,,,,0,0,2,1,2.1168,100.0,,,,,,1,0,,,,,,,1,800.0,2.0,300.0,2.0,,,,,1,0.0,,,1.0,3.0,5.0,2.0,3.0,5.0,2.0,,,,,,,15.0,,1,3.0,2.1168,5.0,1.0,507.0,,507.0,,2.0,,4.0,9.81818181818182,0.0,,,,,,,,2.1168,,,,,9.81818181818182,2.1168,2.1168,2.1168,1,31.8456790138868
9115402128180006,9,11,54,2,12818,6,0,,,,,,,,,,,,,,,,2.53,14,13.0,1.0,2.0,1.0,1.0,,,,12.0,12.0,,,2.0,,4,31.8483902499442,1,1.0,,0,35,4,1,0,1,1,2.53,1,3,2,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,2,507,1,,1,3.0,6.0,20.0,10.0,2.5,2.5,2.5,2.5,,110.0,37.0,220.0,19.0,6.0,110.0,37.0,220.0,19.0,100.0,,,,,,,,,,0,0,1,1,2.5,100.0,,,,,,1,0,,,,,,,1,1050.0,2.0,525.0,2.0,,,,,1,0.0,,,1.0,9.0,5.0,2.0,10.0,5.0,2.0,20.0,5.0,5.0,,,,,,1,2.5,2.5,11.0,1.0,507.0,,507.0,,2.0,,4.0,11.0,0.0,,,,,,,,,,2.5,,,22.0,2.5,2.5,2.5,1,31.816436120054497
12025102121130023,12,2,51,2,12113,23,0,,,,,,,,,,,,,,,,12.0,9,9.0,,9.0,9.0,,,,,,,,,2.0,,4,31.9660745163568,1,1.0,,1,91,3,1,1,0,0,12.0,1,6,5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3,1,507,1,,1,2.0,1.0,20.0,5.0,3.0,3.0,3.0,3.0,,40.0,37.0,220.0,19.0,6.0,36.0,37.0,220.0,19.0,100.0,,4.0,,,,,,,,0,0,1,0,,,,,,,,1,0,,,,,,,1,2600.0,2.0,600.0,2.0,,,,,1,0.0,,,1.0,3.0,5.0,2.0,3.0,5.0,2.0,,,,,,,,2.0,1,3.0,3.0,1.0,1.0,507.0,,507.0,,2.0,,4.0,4.0,0.0,,,,,,,,,3.0,,,,20.6,,3.0,3.0,1,18.285759856946303
9195102055390005,9,19,51,2,5539,5,0,,,,,,,,,,,,,,,,2.1168,3,3.0,,3.0,3.0,,,,,,,,,2.0,,4,32.0641218914548,0,,2.0,1,43,3,1,0,0,0,3.0,2,3,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,1,507,1,,0,1.0,4.0,20.0,7.0,3.0,2.1168,3.0,2.1168,,60.0,37.0,250.0,19.0,6.0,60.0,37.0,250.0,19.0,100.0,,,,,,,,,,0,0,1,0,,,,,,,,1,0,,,,,,,1,,,300.0,2.0,,,,,1,0.0,,,1.0,,,,2.0,5.0,2.0,,,,,,,,2.0,1,3.0,2.1168,4.0,1.0,507.0,,507.0,,2.0,,4.0,6.81818181818182,0.0,,,,,,,,2.1168,,,,,6.81818181818182,,2.1168,2.1168,1,32.0641218914548
9065602076410001,9,6,56,2,7641,1,1,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.51,3,3.0,,3.0,3.0,,,,,,,,,2.0,,4,32.1327663847607,1,1.0,,1,71,3,1,0,0,0,3.51,1,4,4,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,1,507,1,,1,1.0,3.0,20.0,7.0,3.5,3.5,3.5,3.5,,85.0,37.0,220.0,19.0,6.0,81.0,37.0,220.0,19.0,100.0,,,,,,4.0,,,,0,0,2,0,,,,,,,,1,0,,,,,,,1,1550.0,2.0,,,,,300.0,2.0,1,0.0,,,1.0,,,,4.0,5.0,1.0,,,,,,,,,1,3.5,3.5,3.0,1.0,507.0,,507.0,,2.0,,4.0,8.5,0.0,,,,,,,,3.5,,,,,8.1,,3.5,3.5,1,32.11718451433861
9195302048990009,9,19,53,2,4899,9,0,,,,,,,,,,,,,,,,6.0,4,4.0,,1.0,1.0,,,,,3.0,3.0,,,2.0,,4,32.2498883827772,1,1.0,,1,60,4,2,1,0,0,6.0,1,5,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3,1,507,1,,1,1.0,5.0,20.0,8.0,1.0,1.0,1.0,1.0,,77.0,37.0,220.0,19.0,6.0,67.0,37.0,220.0,19.0,100.0,,10.0,,,,,,,,0,0,1,1,1.0,100.0,,,,,,1,0,,,,,,,1,205.0,2.0,50.0,2.0,,,,,1,0.0,,,1.0,1.0,1.0,2.0,,,,1.0,5.0,4.0,,,,,,1,1.0,1.0,5.0,1.0,507.0,,507.0,,2.0,,4.0,7.7,0.0,,,,,,,,1.0,,,,,45.400000000000006,1.0,1.0,1.0,1,64.78399124703989
9025004001020017,9,2,50,4,102,17,0,,,,,,,,,,,,,,,,12.6,4,3.0,1.0,4.0,3.0,1.0,,,,,,,,2.0,,4,32.2847323207189,1,1.0,,1,22,4,2,1,0,0,12.6,1,6,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,1,507,1,,1,2.0,1.0,20.0,5.0,9.58,9.58,9.58,9.58,,412.0,37.0,220.0,19.0,6.0,400.0,37.0,220.0,19.0,100.0,,12.0,,,,,,,,0,0,1,1,9.58,100.0,,,,,,1,0,,,,,,,1,,,1000.0,2.0,,,,,1,0.0,,,1.0,20.0,5.0,4.0,10.0,5.0,3.0,,,,,,,,,1,9.58,9.58,1.0,1.0,507.0,,507.0,,2.0,,4.0,41.2,0.0,,,,,,,,,9.58,,,,40.0,9.58,9.58,9.58,1,27.6935467345314
9065202068980008,9,6,52,2,6898,8,0,,,,,,,,,,,,,,,,28.5768,16,16.0,,1.0,1.0,,,,,15.0,15.0,,,2.0,,4,32.428039980457804,0,,0.5,1,51,4,2,0,0,1,40.5,2,7,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,2,507,1,,1,1.0,5.0,20.0,9.0,20.0,14.112,20.0,14.112,,600.0,37.0,280.0,19.0,6.0,600.0,37.0,280.0,19.0,100.0,,,,,,,,,,0,0,2,1,14.112,100.0,,,,,,1,0,,,,,,,1,8000.0,2.0,2000.0,2.0,,,,,1,0.0,,,1.0,20.0,5.0,2.0,20.0,5.0,2.0,20.0,5.0,2.0,,,,,,1,20.0,14.112,5.0,1.0,507.0,,507.0,,2.0,,4.0,76.3636363636364,0.0,,,,,,,,14.112,,,,,356.36363636363654,14.112,14.112,14.112,1,38.9809941257108
9025002070680009,9,2,50,2,7068,9,0,,,,,,,,,,,,,,,,3.0,1,1.0,,1.0,1.0,,,,,,,,,2.0,,4,32.4321875175455,1,1.0,,1,81,3,7,0,0,0,3.0,1,4,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,1,507,1,,1,1.0,5.0,20.0,9.0,0.5,0.5,0.5,0.5,,20.0,37.0,215.0,19.0,6.0,14.0,37.0,215.0,19.0,100.0,,4.0,,,,2.0,,,,0,0,2,1,0.5,100.0,,,,,,1,0,,,,,,,1,0.0,,4.0,3.0,,,,,1,0.0,,,1.0,1.0,5.0,3.0,1.0,5.0,3.0,,,,,,,,,1,0.5,0.5,5.0,1.0,507.0,,507.0,,2.0,,4.0,1.95454545454545,0.0,,,,,,,,0.5,,,,,9.186363636363641,0.5,0.5,0.5,1,65.190605831471
13165102238520009,13,16,51,2,23852,9,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,15.0,2,1.0,1.0,2.0,1.0,1.0,,,,,,,,2.0,,4,32.4473519087029,1,1.0,,1,46,4,1,1,0,0,15.0,1,6,3,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,1,1,507,1,,0,2.0,1.0,20.0,5.0,0.75,0.75,0.75,0.75,,9.0,37.0,220.0,19.0,2.0,,,,,,,9.0,,,,,,,,0,0,6,0,,,,,,,,1,0,,,,,,,1,,,300.0,2.0,,,,,1,0.0,,,1.0,4.0,5.0,5.0,0.5,5.0,3.0,,,,,,,3.0,1.0,0,,,,,,,507.0,,2.0,,4.0,0.9,0.0,,,,,,,,,0.75,,,,,,0.75,0.75,1,43.83890167617189
9065002059280002,9,6,50,2,5928,2,0,,,,,,,,,,,,,,,,6.0,1,1.0,,1.0,1.0,,,,,,,,,2.0,,4,32.4640749810249,1,1.0,,1,57,4,1,0,0,0,6.0,1,5,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,1,507,1,,1,3.0,2.0,20.0,5.0,3.9,3.9,3.9,3.9,,180.0,37.0,215.0,19.0,6.0,165.0,37.0,215.0,19.0,100.0,,15.0,,,,,,,,0,0,2,1,3.9,100.0,,,,,,1,0,,,,,,,1,900.0,2.0,900.0,2.0,,,,,1,0.0,,,1.0,8.0,5.0,2.0,8.0,5.0,2.0,,,,,,,12.0,,1,4.0,4.0,2.0,1.0,507.0,,507.0,,2.0,,4.0,17.5909090909091,0.0,,,,,,,,,,3.9,,,16.125,3.9,3.9,3.9,1,49.1416850658562
21045002041190001,21,4,50,2,4119,1,1,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,30.5,3,2.0,1.0,3.0,2.0,1.0,,,,,,,,,3.0,4,32.5252400373449,0,,1.0,1,54,4,1,0,1,1,30.5,1,7,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,1,507,1,,1,2.0,6.0,20.0,10.0,6.0,6.0,5.0,5.0,3.0,420.0,38.0,240.0,19.0,5.0,420.0,38.0,240.0,19.0,100.0,,,,,,,,,,0,0,1,0,,,,,,,,1,0,,,,,,,1,20.0,3.0,,,12.0,2.0,,,1,0.0,,,1.0,5.0,2.0,2.0,,,,,,,,,,,,1,6.0,6.0,6.0,1.0,507.0,,507.0,,,3.0,4.0,45.8181818181818,1.0,1.0,,,1.0,,,,,6.0,,,,45.8181818181818,,6.0,6.0,1,66.50647618098229
9065602076410009,9,6,56,2,7641,9,0,,,,,,,,,,,,,,,,15.5,4,4.0,,4.0,4.0,,,,,,,,,2.0,,4,32.5688294620548,1,1.0,,1,99,6,7,0,0,0,15.5,1,6,6,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,1,507,1,,1,1.0,5.0,20.0,9.0,5.0,5.0,5.0,5.0,,175.0,37.0,220.0,19.0,6.0,160.0,37.0,220.0,19.0,100.0,,5.0,,,,10.0,,,,0,0,2,0,,,,,,,,1,0,,,,,,,1,750.0,2.0,750.0,2.0,,,,,1,0.0,,,1.0,,,,1.0,5.0,1.0,,,,,,,,,1,5.0,5.0,5.0,1.0,507.0,,507.0,,2.0,,4.0,17.5,0.0,,,,,,,,5.0,,,,,16.0,,5.0,5.0,1,87.74719129494859
9065602071400007,9,6,56,2,7140,7,0,,,,,,,,,,,,,,,,4.9463,2,2.0,,2.0,2.0,,,,,,,,,2.0,,4,32.6824531375375,1,1.0,,1,85,4,1,1,0,0,7.01,2,4,5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2,1,507,1,,0,2.0,2.0,20.0,6.0,1.0,0.7056,1.0,0.7056,,45.0,37.0,200.0,19.0,3.0,45.0,37.0,200.0,19.0,100.0,,,,,,,,,,0,0,2,1,0.7056,100.0,,,,,,1,0,,,,,,,1,150.0,2.0,,,,,,,1,0.0,,,1.0,2.0,5.0,1.0,1.0,5.0,1.0,,,,,,,,,1,1.0,0.7056,6.0,1.0,507.0,,507.0,,2.0,,4.0,4.09090909090909,0.0,,,,,,,,,0.7056,,,,4.09090909090909,0.7056,0.7056,0.7056,1,36.3352303540906
9065202065770011,9,6,52,2,6577,11,1,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,4,4.0,,1.0,1.0,,,,,3.0,3.0,,,2.0,,4,32.7591616947189,0,,0.1,1,82,4,1,0,0,0,2.0,1,3,5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,1,507,1,,1,2.0,6.0,20.0,10.0,2.0,2.0,2.0,2.0,,55.0,37.0,220.0,19.0,2.0,55.0,37.0,220.0,19.0,100.0,,,,,,,,,,0,0,2,1,2.0,100.0,,,,,,1,0,,,,,,,1,,,350.0,2.0,350.0,2.0,,,1,0.0,,,1.0,3.0,5.0,2.0,3.0,5.0,2.0,2.0,5.0,2.0,,,,3.0,,1,2.0,2.0,5.0,1.0,507.0,,507.0,,2.0,,4.0,5.5,0.0,,,,,,,,,2.0,,,,5.5,2.0,2.0,2.0,1,32.7591616947189
9245002059130001,9,24,50,2,5913,1,1,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,20.0,11,11.0,,1.0,1.0,,,,,10.0,10.0,,,2.0,,4,33.045222451997,0,,99.0,1,49,3,1,0,0,0,20.0,1,7,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,1,507,1,,1,3.0,2.0,20.0,7.0,10.0,10.0,10.0,10.0,,250.0,37.0,215.0,19.0,6.0,250.0,37.0,215.0,19.0,100.0,0.0,,,,,,,,,0,0,2,0,,,,,,,,1,0,,,,,,,1,2000.0,2.0,2000.0,2.0,,,,,1,0.0,,,1.0,10.0,5.0,2.0,10.0,5.0,2.0,,,,,,,10.0,,1,10.0,10.0,2.0,1.0,507.0,,507.0,,2.0,,4.0,24.431818181818198,0.0,,,,,,,,,,10.0,,,24.431818181818198,,10.0,10.0,1,66.0904449039939
9115402129580006,9,11,54,2,12958,6,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,5.0,6,6.0,,1.0,1.0,,,,,5.0,5.0,,,2.0,,4,33.0826609067119,1,1.0,,1,51,4,7,0,0,0,5.0,1,5,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,2,507,1,,1,1.0,9.0,20.0,12.0,5.0,5.0,5.0,5.0,,250.0,37.0,215.0,19.0,1.0,250.0,37.0,215.0,19.0,100.0,,,,,,,,,,0,0,2,1,5.0,100.0,,,,,,1,0,,,,,,,1,50.0,3.0,25.0,3.0,,,,,1,0.0,,,1.0,10.0,5.0,2.0,10.0,5.0,2.0,,,,,,,5.0,,1,5.0,5.0,9.0,1.0,507.0,,507.0,,2.0,,4.0,24.431818181818198,0.0,,,,,,,,5.0,,,,,47.8863636363637,5.0,5.0,5.0,1,33.0826609067118
12035002137630005,12,3,50,2,13763,5,0,,,,,,,,,,,,,,,,4.58,3,3.0,,1.0,1.0,,,,,2.0,2.0,,,2.0,,4,33.2136405648961,0,,2.0,1,61,3,1,1,0,0,4.58,1,4,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,507,1,,1,1.0,1.0,20.0,5.0,2.3,2.3,2.3,2.3,,110.0,35.0,100.0,19.0,6.0,110.0,35.0,100.0,19.0,100.0,,,,,,,,,,0,0,1,0,,,,,,,,1,0,,,,,,,1,6.0,5.0,3.0,5.0,3.0,5.0,,,1,0.0,,,1.0,12.0,5.0,3.0,3.0,5.0,2.0,3.0,5.0,4.0,,,,2.0,,1,2.3,2.3,1.0,1.0,507.0,,507.0,,2.0,,4.0,5.0,0.0,,,,,,,,2.3,,,,,5.0,,2.3,2.3,1,30.601209805690498
9025003008490015,9,2,50,3,849,15,0,,,,,,,,,,,,,,,,10.0,2,2.0,,2.0,2.0,,,,,,,,,2.0,,4,33.2322377167462,1,1.0,,1,69,3,1,1,0,0,10.0,1,6,4,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4,1,507,1,,1,1.0,1.0,20.0,5.0,2.0,2.0,0.25,0.25,1.0,8.0,37.0,230.0,19.0,1.0,8.0,37.0,230.0,19.0,100.0,,,,,,,,,,0,0,2,0,,,,,,,,1,0,,,,,,,1,0.0,,4.0,3.0,,,,,1,0.0,,,1.0,4.0,5.0,2.0,,,,,,,,,,1.0,,1,2.0,2.0,1.0,1.0,507.0,,507.0,,2.0,,4.0,0.836363636363636,1.75,1.75,1.75,,,,,,2.0,,,,,2.509090909090906,,2.0,2.0,1,85.265932150382
9065202067080002,9,6,52,2,6708,2,0,,,,,,,,,,,,,,,,30.0,2,1.0,1.0,2.0,1.0,1.0,,,,,,,,2.0,,4,33.258743276849195,0,,99.0,0,60,4,2,1,0,0,30.0,1,7,3,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2,1,507,1,,0,2.0,5.0,20.0,9.0,16.0,16.0,16.0,16.0,,840.0,37.0,210.0,19.0,2.0,820.0,37.0,210.0,19.0,100.0,,20.0,,,,,,,,0,0,1,1,16.0,100.0,,,,,,1,0,,,,,,,1,700.0,2.0,700.0,2.0,700.0,2.0,,,1,0.0,,,1.0,14.0,5.0,2.0,7.0,5.0,3.0,4.0,5.0,3.0,,,,18.0,,1,16.0,16.0,5.0,1.0,507.0,,507.0,,2.0,,4.0,80.1818181818182,0.0,,,,,,,,,16.0,,,,78.2727272727273,16.0,16.0,16.0,1,4.87513501878842
12035002139180003,12,3,50,2,13918,3,0,,,,,,,,,,,,,,,,63.5,6,6.0,,6.0,6.0,,,,,,,,,2.0,,4,33.2718604310084,0,,3.0,1,73,3,1,0,1,1,63.5,1,8,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,2,507,1,,1,1.0,7.0,20.0,11.0,59.27,59.27,59.27,59.27,,2100.0,35.0,100.0,19.0,6.0,2100.0,35.0,100.0,19.0,100.0,,,,,,,,,,0,0,1,1,59.27,100.0,,,,,,1,0,,,,,,,1,8400.0,2.0,,,,,,,1,0.0,,,1.0,42.0,5.0,2.0,,,,42.0,5.0,2.0,,,,,,1,59.27,59.27,7.0,1.0,507.0,,507.0,,2.0,,4.0,95.4545454545455,0.0,,,,,,,,59.27,,,,,190.909090909091,59.27,59.27,59.27,1,35.646417030015705
