Identificador,ual_prov,ual_cant,ual_parr,ual_estr,ual_segm,al_ncues,ec19_actafec,ec19_dadinsu,ec19_dconmob,ec19_dtraterre,ec19_dofretrab,ec19_pveprfalt,ec19_pveprausc,ec19_accecred,ec19_recayamag,ec19_recayusgr,ec19_recayugc,ec19_recayugadm,ec19_recayugadp,ec19_recayuong,ec19_recayuotro,ec19_recayudesc,tratamiento_compra_insumos,tratamiento_ventas_transporte,tratamiento_ventas_demanda,eu_superficie_ha,eu_k1301,eu_k1302,eu_k1303,eu_k1304,eu_k1305,eu_k1306,eu_k1307,eu_k1308,eu_k1309,eu_k1310,eu_k1311,eu_k1312,eu_trs,eu_trc,eu_tro,eu_tn,fact_exp_fin_principales,cg_vive_predio_pr,cg_terredensm,cg_dista_pre_viv,cg_k100,cg_k101,cg_se_define,cg_k102,cg_segsoccam,cg_accesocomp,cg_accesointer,cg_superficie,cg_unidadmedida,grupo1,edad_rango,pa_arealm,pa_areempa,eq_earado,eq_semman,eq_emotoguadana,cp_numt,cp_numl,rc_clacul,cp_k404,cp_k405,cp_k406,cp_distancia_1,cp_distancia_2,cp_k408,cp_k409,cp_k409ha,cp_k410,cp_k410ha,cp_k411,cp_k411ha,cp_k412,cp_k416,cp_k417,cp_k418,cp_k420,cp_afecta_prod,cp_k422,cp_k423,cp_k424,cp_k426,cp_venmernac,cp_venmerint,cp_rdproven1,cp_rdproven2,cp_rdproven3,cp_rdproven4,cp_rdproven5,cp_rdproven6,cp_fconvf,cp_fconvs,cp_seg_agri,cp_kits_agri,cp_riego,cp_superf_regada,cp_superf_regada_ha,cp_porc_surc,cp_porc_aspe,cp_porc_micr,cp_porc_gote,cp_porc_nebu,cp_porc_otro,cp_aferti,cp_forg,cp_cant1_fo,cp_umed1_fo,cp_cant2_fo,cp_umed2_fo,cp_cant3_fo,cp_umed3_fo,cp_fqui,cp_cantidad_npk_fq,cp_umed_npk_fq,cp_cantidad_nit_fq,cp_umed_nit_fq,cp_cantidad_fq,cp_umed_fq,cp_cantidad_pot_fq,cp_umed_pot_fq,cp_afito,cp_porg,cp_cantidad_po,cp_umed_po,cp_pqui,cp_cantidad_her_pq,cp_umed_her_pq,cp_color_her_pq,cp_cantidad_ins_pq,cp_umed_ins_pq,cp_color_ins_pq,cp_cantidad_fun_pq,cp_umed_fun_pq,cp_color_fun_pq,cp_cantidad_pq,cp_umed_pq,cp_color_pq,cp_trabocacont,cp_trabfami,cp_obsotroscp,cp_nclavr,cp_trs,cp_trc,cp_tro,cp_tn,cp_prod,ventas,cp_superdida,superdida,cp_sequia,cp_helada,cp_plagas,cp_enfermedades,cp_inundacion,cp_otra,cp_edad,edad1,edad2,edad3,cp_vcomún,cp_vmejorada,cp_vhibrinacio,cp_vhibrinterna,cp_sriego,cp_sufertilizantes,cp_sufitosanitario,nuevacondicion,fact_exp_fin_cultivo
9045002016570008,9,4,50,2,1657,8,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,118.0,24,24.0,,3.0,3.0,,1.0,1.0,,20.0,20.0,,,2.0,,4,2.9910081743396097,0,,70.0,1,41,4,3,0,1,1,118.0,1,9,3,1.0,1.0,,,0.0,1,1,407,1,,20.0,3.0,4.0,1.0,110.0,110.0,110.0,110.0,110.0,110.0,,7500.0,16.0,44.05,3.0,2.0,7500.0,16.0,44.05,3.0,100.0,,,,,,,,,,0,1,1,110.0,110.0,,100.0,,,,,1,0,,,,,,,1,14600.0,2.0,,,,,7300.0,2.0,1,0.0,,,1.0,100.0,5.0,3.0,220.0,5.0,2.0,,,,,,,20.0,,,407,,2.0,,4,150.170454545455,150.170454545455,0.0,,,,,,,,20,,,110.0,110.0,,,,110.0,110.0,110.0,1,3.2085360415643103
9095002122420005,9,9,50,2,12242,5,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,540.0,201,151.0,50.0,1.0,1.0,,200.0,150.0,50.0,,,,,2.0,,4,3.0308545213566296,1,1.0,,0,40,4,3,0,1,1,540.0,1,10,2,0.0,0.0,,,0.0,1,1,407,1,,15.0,2.0,2.0,1.0,540.0,540.0,540.0,540.0,540.0,540.0,,1350000.0,16.0,70.0,3.0,7.0,1350000.0,16.0,70.0,3.0,0.0,100.0,,,,,,,,,1,0,1,540.0,540.0,,,100.0,,,,1,0,,,,,,,1,4320.0,3.0,,,,,,,1,0.0,,,1.0,540.0,5.0,4.0,540.0,5.0,4.0,540.0,3.0,4.0,,,,,,,407,,2.0,,4,42954.5454545455,42954.5454545455,0.0,,,,,,,,15,,540.0,,540.0,,,,540.0,540.0,540.0,1,3.0308545213566203
23025302006310013,23,2,53,2,631,13,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,131.76,85,58.0,27.0,1.0,1.0,,44.0,32.0,12.0,40.0,25.0,15.0,1.0,,,4,3.07243360152539,0,,2.0,1,63,4,1,0,1,1,131.76,1,9,4,1.0,1.0,,,1.0,1,1,407,1,,20.0,2.4,2.2,2.0,24.0,24.0,24.0,24.0,24.0,24.0,,55440.0,16.0,42.0,3.0,7.0,55440.0,16.0,42.0,3.0,5.0,95.0,,,,,,,,,0,0,1,24.0,24.0,,100.0,,,,,1,1,720.0,3.0,,,1.0,1.0,0,,,,,,,,,0,0.0,,,0.0,,,,,,,,,,,,,,,,407,1.0,,,4,1058.4,1058.4,0.0,,,,,,,,20,,,24.0,,24.0,,,24.0,24.0,,1,8.084041633565441
23025302006310013,23,2,53,2,631,13,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,131.76,85,58.0,27.0,1.0,1.0,,44.0,32.0,12.0,40.0,25.0,15.0,1.0,,,4,3.07243360152539,0,,2.0,1,63,4,1,0,1,1,131.76,1,9,4,1.0,1.0,,,1.0,3,2,407,1,,30.0,2.4,2.2,2.0,23.99,23.99,23.99,23.99,23.99,23.99,,55416.0,16.0,42.0,3.0,7.0,55416.0,16.0,42.0,3.0,5.0,95.0,,,,,,,,,0,0,1,23.99,23.99,,100.0,,,,,1,1,719.0,3.0,,,1.0,1.0,0,,,,,,,,,0,0.0,,,0.0,,,,,,,,,,,,,,,,407,1.0,,,4,1057.9418181818198,1057.9418181818198,0.0,,,,,,,,30,,,23.99,,23.99,,,23.99,23.99,,1,8.32309823662807
7015002009640001,7,1,50,2,964,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,95.0,55,38.0,17.0,1.0,1.0,,32.0,22.0,10.0,22.0,15.0,7.0,,2.0,,4,3.13757040068232,1,1.0,,1,46,4,3,0,1,1,95.0,1,8,3,1.0,1.0,,,0.0,1,1,407,1,,36.0,3.0,3.0,1.0,47.49,47.49,47.49,47.49,47.49,47.49,,91000.0,16.0,42.0,3.0,1.0,91000.0,16.0,42.0,3.0,,100.0,,,,,,,,,0,0,1,47.49,47.49,,100.0,,,,,1,0,,,,,,,1,,,,,,,142.0,3.0,1,1.0,100.0,5.0,0.0,,,,,,,,,,,,,,,,407,,2.0,,4,1737.2727272727302,1737.2727272727302,0.0,,,,,,,,36,,,47.49,47.49,,,,47.49,47.49,47.49,1,3.4974993297846204
7015002009640001,7,1,50,2,964,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,95.0,55,38.0,17.0,1.0,1.0,,32.0,22.0,10.0,22.0,15.0,7.0,,2.0,,4,3.13757040068232,1,1.0,,1,46,4,3,0,1,1,95.0,1,8,3,1.0,1.0,,,0.0,4,2,407,1,,36.0,3.0,3.0,1.0,47.48,47.48,47.48,47.48,47.48,47.48,,91000.0,16.0,42.0,3.0,1.0,91000.0,16.0,42.0,3.0,,100.0,,,,,,,,,0,0,1,47.48,47.48,,100.0,,,,,1,0,,,,,,,1,,,,,,,142.0,3.0,1,1.0,100.0,5.0,0.0,,,,,,,,,,,,,,,,407,,2.0,,4,1737.2727272727302,1737.2727272727302,0.0,,,,,,,,36,,,47.48,47.48,,,,47.48,47.48,47.48,1,1.2753977094806201
12025002133060017,12,2,50,2,13306,17,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,69.0,41,41.0,,1.0,1.0,,40.0,40.0,,,,,,2.0,,4,3.18051049142122,1,1.0,,1,99,6,7,0,0,0,69.0,1,8,6,0.0,0.0,,,0.0,1,1,407,1,,20.0,2.0,2.0,2.0,64.0,64.0,64.0,64.0,64.0,64.0,,129600.0,16.0,18.9,3.0,7.0,129600.0,16.0,18.9,3.0,,100.0,,,,,,,,,1,1,1,64.0,64.0,,100.0,,,,,1,0,,,,,,,1,9600.0,2.0,,,,,,,1,0.0,,,1.0,128.0,5.0,2.0,,,,,,,,,,,,,407,,2.0,,4,1113.3818181818199,1113.3818181818199,0.0,,,,,,,,20,,,64.0,,64.0,,,64.0,64.0,64.0,1,0.8851633869897181
23025302001840003,23,2,53,2,184,3,1,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,150.0,20,18.0,2.0,1.0,1.0,,19.0,17.0,2.0,,,,1.0,,,4,3.21475033407971,0,,2.0,1,38,4,3,1,0,0,150.0,1,9,2,1.0,1.0,,,1.0,1,1,407,1,,22.0,3.0,3.0,1.0,49.5,49.5,49.5,49.5,49.5,49.5,,21600.0,16.0,41.0,3.0,2.0,20900.0,16.0,41.0,3.0,100.0,,,,,700.0,,,,,0,0,1,45.5,45.5,,,100.0,,,,1,1,1200.0,3.0,,,,,0,,,,,,,,,0,0.0,,,0.0,,,,,,,,,,,,,,,,407,1.0,,,4,402.545454545455,389.5,0.0,,,,,,,,22,,,49.5,49.5,,,,49.5,49.5,,1,9.741667679029419
5025002000390003,5,2,50,2,39,3,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,25.0,30,23.0,7.0,,,,,,,30.0,23.0,7.0,1.0,,,4,3.4145586106379504,0,,1.0,1,79,4,1,0,0,0,25.0,1,7,4,1.0,1.0,,,0.0,1,1,407,1,,20.0,3.0,3.0,1.0,24.9,24.9,24.9,24.9,24.9,24.9,,19200.0,16.0,45.0,3.0,2.0,19200.0,16.0,45.0,3.0,,100.0,,,,,,,,,0,0,0,,,,,,,,,1,0,,,,,,,1,50.0,5.0,,,,,,,1,0.0,,,1.0,6.0,5.0,4.0,6.0,5.0,4.0,,,,,,,30.0,,,407,1.0,,,4,392.72727272727303,392.72727272727303,0.0,,,,,,,,20,,,24.9,24.9,,,,,24.9,24.9,1,3.2998305147890896
9095002115830001,9,9,50,2,11583,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,80.0,81,61.0,20.0,1.0,1.0,,80.0,60.0,20.0,,,,,2.0,,4,3.42656131423864,1,1.0,,1,57,4,3,0,1,1,80.0,1,8,3,0.0,0.0,,,0.0,1,1,407,1,,25.0,2.0,3.0,1.0,80.0,80.0,80.0,80.0,80.0,80.0,,28800.0,16.0,70.5,3.0,7.0,28800.0,16.0,70.5,3.0,0.0,100.0,,,,,,,,,1,0,1,80.0,80.0,,,100.0,,,,1,0,,,,,,,1,602.0,3.0,,,,,,,1,0.0,,,1.0,86.0,5.0,4.0,86.0,5.0,4.0,86.0,5.0,4.0,,,,,,,407,,2.0,,4,922.909090909091,922.909090909091,0.0,,,,,,,,25,,,80.0,80.0,,,,80.0,80.0,80.0,1,3.42656131423864
9015802157730009,9,1,58,2,15773,9,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,15.99,1,1.0,,1.0,1.0,,,,,,,,,2.0,,4,3.44985963327167,0,,4.0,1,58,4,1,0,0,0,15.99,1,6,3,0.0,0.0,,,0.0,1,1,407,1,,25.0,3.0,3.0,1.0,4.99,4.99,4.99,4.99,4.99,4.99,,5808.0,16.0,46.0,3.0,7.0,5808.0,16.0,46.0,3.0,100.0,,,,,,,,,,0,0,1,4.99,4.99,,100.0,,,,,1,0,,,,,,,1,15.0,3.0,,,,,,,1,0.0,,,1.0,10.0,5.0,3.0,,,,3.0,5.0,2.0,,,,,,,407,,2.0,,4,121.44,121.44,0.0,,,,,,,,25,,,4.99,4.99,,,,4.99,4.99,4.99,1,11.054760628459695
7065002002830001,7,6,50,2,283,1,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,24.02,7,7.0,,1.0,1.0,,6.0,6.0,,,,,,2.0,,4,3.49422199039459,0,,20.0,1,60,4,1,1,1,1,24.02,1,7,3,0.0,1.0,,,0.0,1,1,407,1,,99.0,2.5,2.5,1.0,22.0,22.0,22.0,22.0,22.0,22.0,,20800.0,16.0,43.0,3.0,7.0,20800.0,16.0,43.0,3.0,,100.0,,,,,,,,,0,0,1,22.0,22.0,,100.0,,,,,1,0,,,,,,,1,,,480.0,3.0,,,,,0,0.0,,,0.0,,,,,,,,,,,,,,,,407,,2.0,,4,406.545454545455,406.545454545455,0.0,,,,,,,,1,22.0,,,22.0,,,,22.0,22.0,,1,0.864034984927513
7065002002830001,7,6,50,2,283,1,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,24.02,7,7.0,,1.0,1.0,,6.0,6.0,,,,,,2.0,,4,3.49422199039459,0,,20.0,1,60,4,1,1,1,1,24.02,1,7,3,0.0,1.0,,,0.0,2,2,407,1,,0.0,2.5,2.5,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,2.0,2.0,,100.0,,,,,1,0,,,,,,,1,,,2.0,3.0,,,,,0,0.0,,,0.0,,,,,,,,,,,,,0.0,,,407,,2.0,,4,,,,,,,,,,,0,2.0,,,2.0,,,,2.0,2.0,,1,30.289192964357
12055502027530007,12,5,55,2,2753,7,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,,171.0,93,93.0,,1.0,1.0,,92.0,92.0,,,,,,2.0,,4,3.70474804257874,1,1.0,,1,68,1,3,0,1,1,171.0,1,9,4,0.0,0.0,0.0,,0.0,1,1,407,1,,15.0,2.9,2.8,2.0,171.0,171.0,171.0,171.0,171.0,171.0,,415348.0,16.0,43.0,3.0,7.0,400006.0,16.0,43.0,3.0,,100.0,,,15342.0,,,,,,1,1,1,171.0,171.0,,100.0,,,,,1,0,,,,,,,1,284200.0,2.0,,,,,,,1,1.0,1000.0,5.0,1.0,,,,,,,3494.0,5.0,2.0,,,,,,,407,,2.0,,4,8118.16545454545,7818.29909090909,0.0,,,,,,,,15,,171.0,,,171.0,,,171.0,171.0,171.0,1,3.70474804257874
7065001002620001,7,6,50,1,262,1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,13.4,6,6.0,,1.0,1.0,,3.0,3.0,,2.0,2.0,,,2.0,,4,3.8328479832173596,1,1.0,,1,56,4,2,0,0,1,13.4,1,6,3,0.0,0.0,,,0.0,2,1,407,1,,99.0,2.0,2.0,1.0,13.0,13.0,13.0,13.0,13.0,13.0,,19000.0,16.0,43.0,3.0,7.0,17100.0,16.0,43.0,3.0,,100.0,,,1900.0,,,,,,0,0,1,13.0,13.0,,100.0,,,,,1,0,,,,,,,1,,,264.0,3.0,,,,,1,0.0,,,1.0,,,,300.0,5.0,2.0,300.0,5.0,5.0,,,,2.0,,,407,,2.0,,4,371.36363636363603,334.227272727273,0.0,,,,,,,,1,13.0,,,13.0,,,,13.0,13.0,13.0,1,2.0977811149248997
12115002022560002,12,11,50,2,2256,2,1,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,236.75,108,108.0,,1.0,1.0,,107.0,107.0,,,,,,2.0,,4,3.86218007294806,0,,99.0,1,65,4,3,0,0,0,236.75,1,10,4,0.0,0.0,,,0.0,1,1,407,1,,20.0,2.4,2.7,2.0,70.45,70.45,70.45,70.45,70.45,70.45,,280250.0,16.0,42.0,3.0,7.0,280250.0,16.0,42.0,3.0,0.0,100.0,,,,,,,,,1,0,1,70.45,70.45,,100.0,,,,,1,0,,,,,,,1,4279.0,2.0,,,,,,,1,0.0,,,1.0,1600.0,5.0,3.0,420.0,5.0,2.0,700.0,5.0,3.0,,,,,,,407,,2.0,,4,5350.22727272727,5350.22727272727,0.0,,,,,,,,20,,,70.45,,70.45,,,70.45,70.45,70.45,1,5.2962687756414
12115002022560002,12,11,50,2,2256,2,1,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,236.75,108,108.0,,1.0,1.0,,107.0,107.0,,,,,,2.0,,4,3.86218007294806,0,,99.0,1,65,4,3,0,0,0,236.75,1,10,4,0.0,0.0,,,0.0,2,2,407,1,,20.0,2.4,2.7,2.0,5.0,5.0,5.0,5.0,5.0,5.0,,19750.0,16.0,42.0,3.0,7.0,19750.0,16.0,42.0,3.0,,100.0,,,,,,,,,1,0,1,5.0,5.0,,100.0,,,,,1,0,,,,,,,1,305.0,2.0,,,,,,,1,0.0,,,1.0,120.0,5.0,3.0,50.0,5.0,2.0,50.0,5.0,3.0,,,,,,,407,,2.0,,4,377.045454545455,377.045454545455,0.0,,,,,,,,20,,,5.0,,5.0,,,5.0,5.0,5.0,1,37.518867474397396
12115002022560002,12,11,50,2,2256,2,1,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,236.75,108,108.0,,1.0,1.0,,107.0,107.0,,,,,,2.0,,4,3.86218007294806,0,,99.0,1,65,4,3,0,0,0,236.75,1,10,4,0.0,0.0,,,0.0,3,3,407,1,,20.0,2.4,2.7,2.0,0.5,0.5,0.5,0.5,0.5,0.5,,1900.0,16.0,42.0,3.0,7.0,1900.0,16.0,42.0,3.0,0.0,100.0,,,,,,,,,1,0,1,0.5,0.5,,,,,,100.0,1,0,,,,,,,1,30.0,2.0,,,,,,,1,0.0,,,1.0,8.0,5.0,3.0,5.0,5.0,2.0,5.0,5.0,3.0,,,,,,,407,,2.0,,4,36.2727272727273,36.2727272727273,0.0,,,,,,,,20,,,0.5,,0.5,,,0.5,0.5,0.5,1,37.79551671464289
7065002004950002,7,6,50,2,495,2,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,220.2,72,70.0,2.0,1.0,1.0,,71.0,69.0,2.0,,,,,2.0,,4,4.236696504312181,0,,99.0,1,56,6,3,0,1,1,220.2,1,10,3,0.0,1.0,,,1.0,1,1,407,1,,35.0,2.0,2.0,1.0,100.0,100.0,100.0,100.0,100.0,100.0,,120000.0,16.0,45.0,3.0,7.0,120000.0,16.0,45.0,3.0,,100.0,,,,,,,,,0,0,1,100.0,100.0,,100.0,,,,,1,0,,,,,,,1,800.0,3.0,,,,,,,1,0.0,,,1.0,600.0,5.0,3.0,,,,1200.0,5.0,2.0,,,,,,,407,,2.0,,4,2454.54545454545,2454.54545454545,0.0,,,,,,,,35,,,100.0,100.0,,,,100.0,100.0,100.0,1,9.20033357617948
12115002026370007,12,11,50,2,2637,7,1,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,44.0,32,27.0,5.0,1.0,1.0,,2.0,2.0,,29.0,24.0,5.0,,2.0,,4,4.5294668857736795,0,,100.0,1,50,4,3,0,1,1,44.0,1,7,3,0.0,0.0,,,0.0,1,1,407,1,,15.0,2.8,2.8,1.0,44.0,44.0,44.0,44.0,44.0,44.0,,84480.0,16.0,43.0,3.0,7.0,81664.0,16.0,43.0,3.0,,100.0,,,,,,2816.0,,,1,1,1,44.0,44.0,,100.0,,,,,1,0,,,,,,,1,105600.0,2.0,,,,,,,1,0.0,,,1.0,316.0,5.0,2.0,,,,594.0,5.0,2.0,,,,24.0,,,407,,2.0,,4,1651.2,1596.16,0.0,,,,,,,,15,,44.0,,44.0,,,,44.0,44.0,44.0,1,4.5294668857736795
12105002011770010,12,10,50,2,1177,10,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,146.0,50,50.0,,1.0,1.0,,9.0,9.0,,40.0,40.0,,,2.0,,4,4.6859279557047495,0,,99.0,1,48,3,3,0,1,1,146.0,1,9,3,1.0,1.0,,,1.0,1,1,407,1,,20.0,3.0,3.0,1.0,130.0,130.0,130.0,130.0,130.0,130.0,,378000.0,16.0,43.0,3.0,7.0,377967.0,16.0,43.0,3.0,100.0,,,,33.0,,,,,,0,0,1,130.0,130.0,,100.0,,,,,1,0,,,,,,,1,4860.0,2.0,4860.0,2.0,,,,,1,0.0,,,1.0,3250.0,5.0,2.0,236.25,5.0,3.0,,,,,,,30.0,,,407,,2.0,,4,7388.18181818182,7387.53681818182,0.0,,,,,,,,20,,,130.0,130.0,,,,130.0,130.0,130.0,1,1.00558330211276
12085102115980004,12,8,51,2,11598,4,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,22.0,19,19.0,,1.0,1.0,,3.0,3.0,,15.0,15.0,,,2.0,,4,4.81964657730892,0,,2.0,1,76,3,2,1,1,1,22.0,1,7,4,1.0,1.0,,,0.0,1,1,407,1,,10.0,3.0,3.0,1.0,6.95,6.95,6.95,6.95,6.95,6.95,,10080.0,16.0,46.0,3.0,7.0,9360.0,16.0,46.0,3.0,0.0,100.0,720.0,,,,,,,,0,1,1,6.95,6.95,,,100.0,,,,1,0,,,,,,,1,241.0,3.0,,,,,,,1,0.0,,,1.0,105.0,5.0,2.0,105.0,2.0,4.0,,,,,,,,,,407,,2.0,,4,210.763636363636,195.709090909091,0.0,,,,,,,,10,,6.95,,6.95,,,,6.95,6.95,6.95,1,14.6223473791989
12025002129730003,12,2,50,2,12973,3,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,45.0,32,32.0,,1.0,1.0,,25.0,25.0,,6.0,6.0,,,2.0,,4,4.863425003017401,0,,99.0,1,39,4,3,0,1,1,45.0,1,7,2,0.0,0.0,,,0.0,1,1,407,1,,30.0,2.5,2.7,1.0,45.0,45.0,45.0,45.0,45.0,45.0,,67500.0,16.0,44.0,3.0,2.0,67500.0,16.0,44.0,3.0,,100.0,,,,,,,,,1,0,1,45.0,45.0,,100.0,,,,,1,0,,,,,,,1,6750.0,2.0,,,,,,,1,0.0,,,1.0,,,,,,,225.0,5.0,2.0,,,,,,,407,,2.0,,4,1350.0,1350.0,0.0,,,,,,,,30,,,45.0,45.0,,,,45.0,45.0,45.0,1,4.863425003017401
7015002009640002,7,1,50,2,964,2,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,10.0,15,14.0,1.0,1.0,,1.0,14.0,14.0,,,,,,2.0,,4,5.0836013991019025,1,1.0,,0,63,4,3,0,1,1,10.0,1,6,4,0.0,1.0,,,0.0,4,1,407,1,,20.0,2.0,2.0,1.0,9.8,9.8,9.8,9.8,9.8,9.8,,12000.0,16.0,43.0,3.0,7.0,12000.0,16.0,43.0,3.0,,100.0,,,,,,,,,0,0,1,9.8,9.8,100.0,,,,,,1,0,,,,,,,1,90.0,3.0,,,,,,,1,0.0,,,1.0,,,,,,,40.0,5.0,3.0,,,,,,,407,,2.0,,4,234.54545454545502,234.54545454545502,0.0,,,,,,,,20,,,9.8,9.8,,,,9.8,9.8,9.8,1,0.33187231452386
7065002004260001,7,6,50,2,426,1,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,435.14,123,103.0,20.0,1.0,1.0,,122.0,102.0,20.0,,,,,2.0,,4,5.48968081865009,0,,20.0,1,75,4,2,0,1,1,435.14,1,10,4,1.0,1.0,,,0.0,1,1,407,1,,15.0,1.0,1.0,1.0,127.0,127.0,127.0,127.0,127.0,127.0,,375000.0,16.0,45.0,3.0,7.0,375000.0,16.0,45.0,3.0,1.0,99.0,,,,,,,,,1,1,1,127.0,127.0,,100.0,,,,,1,1,,,3000.0,2.0,,,1,,,700.0,2.0,,,200.0,2.0,1,0.0,,,1.0,,,,50.0,5.0,3.0,1000.0,5.0,3.0,1000.0,5.0,3.0,,,,407,,2.0,,4,7670.45454545455,7670.45454545455,0.0,,,,,,,,15,,127.0,,127.0,,,,127.0,127.0,127.0,1,18.8092890663575
12085002101480009,12,8,50,2,10148,9,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,10.0,6,6.0,,1.0,1.0,,,,,5.0,5.0,,,2.0,,4,5.52969406425761,0,,145.0,1,56,4,3,0,0,0,10.0,1,6,3,0.0,1.0,,,0.0,1,1,407,1,,2.0,3.0,3.0,1.0,10.0,10.0,10.0,10.0,10.0,10.0,,7200.0,16.0,43.0,3.0,7.0,7200.0,16.0,43.0,3.0,,100.0,,,,,,,,,0,0,1,10.0,10.0,,,100.0,,,,1,1,,,,,250.0,1.0,1,,,1000.0,2.0,1000.0,2.0,1000.0,2.0,1,0.0,,,1.0,20.0,5.0,4.0,,,,25.0,5.0,4.0,,,,5.0,,,407,,2.0,,4,140.727272727273,140.727272727273,0.0,,,,,,,,2,10.0,,,10.0,,,,10.0,10.0,10.0,1,5.52969406425761
7065001002620002,7,6,50,1,262,2,1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,1.0,19.17,12,12.0,,1.0,1.0,,11.0,11.0,,,,,,2.0,,4,5.55867183086681,0,,12.0,1,37,4,2,0,1,1,19.17,1,6,2,0.0,0.0,,,0.0,1,1,407,1,,30.0,2.0,2.0,2.0,19.0,19.0,19.0,19.0,19.0,19.0,,40000.0,16.0,46.0,3.0,7.0,36000.0,16.0,46.0,3.0,,100.0,,,4000.0,,,,,,0,0,1,19.0,19.0,,100.0,,,,,1,0,,,,,,,1,,,360.0,3.0,,,,,1,0.0,,,1.0,,,,400.0,5.0,2.0,400.0,5.0,2.0,,,,,,,407,,2.0,,4,836.363636363636,752.727272727273,0.0,,,,,,,,30,,,19.0,,19.0,,,19.0,19.0,19.0,1,5.1129130249903705
7125102018350002,7,12,51,2,1835,2,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,76.0,2,2.0,,1.0,1.0,,1.0,1.0,,,,,,2.0,,4,5.74272386534762,0,,27.0,1,65,4,3,0,1,1,76.0,1,8,4,0.0,0.0,,,0.0,1,1,407,1,,99.0,2.5,2.5,2.0,34.0,34.0,34.0,34.0,34.0,34.0,,26304.0,16.0,45.0,3.0,7.0,26304.0,16.0,45.0,3.0,,100.0,,,,,,,,,1,1,1,34.0,34.0,,100.0,,,,,1,0,,,,,,,1,,,,,,,4420.0,2.0,0,0.0,,,0.0,,,,,,,,,,,,,,,,407,,2.0,,4,538.036363636364,538.036363636364,0.0,,,,,,,,1,34.0,,,,34.0,,,34.0,34.0,,1,12.5595692917924
