Identificador,Id,ual_prov,ual_cant,ual_parr,ual_estr,ual_segm,al_ncues,ct_numt,ct_numl,rc_clacul,ct_k504,ct_k505,ct_prepa_suelo,ct_k506,ct_k507,ct_k508,ct_k509,ct_k510,ct_k510ha,ct_k511,ct_k511ha,ct_k512,ct_k516,ct_k517,ct_k518,ct_k520,ct_afecta_prod,ct_k522,ct_k523,ct_k524,ct_k526,ct_venmernac,ct_venmerint,ct_rdproven1,ct_rdproven2,ct_rdproven3,ct_rdproven4,ct_rdproven5,ct_rdproven6,ct_fconvf,ct_fconvs,ct_seg_agri,ct_kits_agri,ct_presueuti,ct_riego,ct_superf_regada_ha,ct_porc_surc,ct_porc_aspe,ct_porc_micr,ct_porc_gote,ct_porc_nebu,ct_porc_otro,ct_aferti,ct_forg,ct_cant1_fo,ct_umed1_fo,ct_cant2_fo,ct_umed2_fo,ct_cant3_fo,ct_umed3_fo,ct_fqui,ct_cantidad_npk_fq,ct_umed_npk_fq,ct_cantidad_nit_fq,ct_umed_nit_fq,ct_cantidad_fq,ct_umed_fq,ct_cantidad_pot_fq,ct_umed_pot_fq,ct_afito,ct_porg,ct_cantidad_po,ct_umed_po,ct_pqui,ct_cantidad_her_pq,ct_umed_her_pq,ct_color_her_pq,ct_cantidad_ins_pq,ct_umed_ins_pq,ct_color_ins_pq,ct_cantidad_fun_pq,ct_umed_fun_pq,ct_color_fun_pq,ct_cantidad_pq,ct_umed_pq,ct_color_pq,ct_trabocacont,ct_trabfami,ct_piensasem_int,ct_supersem_int,ct_supersemha_int,ct_messiem_int,ct_condcult_int,ct_codcultiv1_int,ct_codcultiv2_int,ct_nclavr,ct_trs,ct_trc,ct_tro,ct_tn,ct_prod,ct_superdida,superdida,ct_sequia,ct_helada,ct_plagas,ct_enfermedades,ct_inundacion,ct_otra,ct_secomun,ct_semejorada,ct_secertificada,ct_sehibrinac,ct_sehibrinter,Ventas,ct_sriego,su_fertilizada,su_plaguicidas,ct_nuevacondicion,fact_exp_fin,repetido
12095002064280003,1209500206428000301,12,9,50,2,6428,3,01,1,548,1,,1,3.0,1.0,20.0,7.0,5.0,5.0,5.0,5.0,,210.0,35.0,100.0,2.0,1.0,210.0,35.0,100.0,2.0,100.0,,,,,,,,,,0,0,5,0,,,,,,,,1,0,,,,,,,1,,,3.5,2.0,,,,,1,0.0,,,1.0,10.0,5.0,1.0,5.0,5.0,1.0,,,,,,,5.0,,1,5.0,5.0,1.0,1.0,548.0,,548.0,,2.0,,4.0,9.54545454545455,0.0,,,,,,,,,,5.0,,,9.54545454545455,,5.0,5.0,1,47.3990544966586,1
12095002064280004,1209500206428000402,12,9,50,2,6428,4,02,1,548,1,,0,2.0,1.0,20.0,5.0,3.0,3.0,3.0,3.0,,300.0,35.0,100.0,2.0,2.0,300.0,35.0,100.0,2.0,100.0,,,,,,,,,,0,0,5,0,,,,,,,,1,0,,,,,,,1,,,150.0,2.0,,,,,1,0.0,,,1.0,3.0,5.0,1.0,1.0,5.0,1.0,,,,,,,,,1,3.0,3.0,1.0,1.0,548.0,,548.0,,2.0,,4.0,13.6363636363636,0.0,,,,,,,,,3.0,,,,13.6363636363636,,3.0,3.0,1,34.058653028399604,1
12095002064280005,1209500206428000502,12,9,50,2,6428,5,02,1,548,1,,1,3.0,1.0,20.0,5.0,4.0,4.0,4.0,4.0,,450.0,35.0,100.0,2.0,2.0,450.0,35.0,100.0,2.0,100.0,,,,,,,,,,0,0,5,0,,,,,,,,1,0,,,,,,,1,200.0,2.0,100.0,2.0,,,,,1,0.0,,,1.0,4.0,5.0,2.0,1.0,5.0,2.0,,,,,,,,,1,4.0,4.0,1.0,1.0,548.0,,548.0,,2.0,,4.0,20.4545454545455,0.0,,,,,,,,,,4.0,,,20.4545454545455,,4.0,4.0,1,14.3909833790745,1
12095002064280006,1209500206428000601,12,9,50,2,6428,6,01,1,548,1,,1,3.0,1.0,20.0,6.0,3.0,3.0,3.0,3.0,,250.0,35.0,100.0,2.0,2.0,250.0,35.0,100.0,2.0,100.0,,,,,,,,,,0,0,5,0,,,,,,,,1,0,,,,,,,1,500.0,2.0,,,,,,,1,0.0,,,1.0,2.0,5.0,3.0,1.0,5.0,3.0,,,,,,,,,1,3.0,3.0,1.0,1.0,548.0,,548.0,,2.0,,4.0,11.3636363636364,0.0,,,,,,,,,,3.0,,,11.3636363636364,,3.0,3.0,1,23.037280846649605,1
12095002064280007,1209500206428000702,12,9,50,2,6428,7,02,1,548,1,,1,1.0,1.0,20.0,6.0,1.0,1.0,1.0,1.0,,50.0,35.0,100.0,2.0,2.0,50.0,35.0,100.0,2.0,100.0,,,,,,,,,,0,0,5,0,,,,,,,,1,0,,,,,,,1,50.0,2.0,25.0,2.0,,,,,1,0.0,,,1.0,1.0,5.0,5.0,,,,,,,,,,,,1,1.0,1.0,1.0,1.0,548.0,,548.0,,2.0,,4.0,2.2727272727272703,0.0,,,,,,,,1.0,,,,,2.2727272727272703,,1.0,1.0,1,27.7052857651505,1
12095002064400001,1209500206440000103,12,9,50,2,6440,1,03,1,548,1,,1,1.0,1.0,20.0,6.0,12.5,12.5,12.5,12.5,,625.0,35.0,100.0,2.0,2.0,600.0,35.0,100.0,2.0,100.0,,,25.0,,,,,,,0,0,6,0,,,,,,,,1,0,,,,,,,1,4800.0,2.0,,,,,,,1,0.0,,,1.0,50.0,5.0,2.0,3.0,5.0,3.0,,,,,,,,,1,12.5,12.5,1.0,1.0,548.0,,548.0,,2.0,,4.0,28.4090909090909,0.0,,,,,,,,12.5,,,,,27.2727272727273,,12.5,12.5,1,48.3434818317517,1
12095002064400002,1209500206440000201,12,9,50,2,6440,2,01,1,548,1,,1,3.0,1.0,20.0,6.0,3.0,3.0,3.0,3.0,,300.0,35.0,100.0,2.0,2.0,300.0,35.0,100.0,2.0,100.0,,,,,,,,,,0,0,6,0,,,,,,,,1,0,,,,,,,1,1500.0,2.0,,,,,,,1,0.0,,,1.0,18.0,5.0,2.0,1.0,5.0,2.0,,,,,,,,,1,3.0,3.0,1.0,1.0,548.0,,548.0,,2.0,,4.0,13.6363636363636,0.0,,,,,,,,,,3.0,,,13.6363636363636,,3.0,3.0,1,35.4191627333974,1
12095002064400003,1209500206440000301,12,9,50,2,6440,3,01,1,548,1,,1,3.0,1.0,20.0,6.0,2.0,2.0,2.0,2.0,,200.0,35.0,100.0,2.0,6.0,200.0,35.0,100.0,2.0,100.0,,,,,,,,,,0,0,6,0,,,,,,,,1,0,,,,,,,1,800.0,2.0,,,,,,,1,0.0,,,1.0,12.0,5.0,2.0,0.75,5.0,2.0,,,,,,,,,1,2.0,2.0,1.0,1.0,548.0,,548.0,,2.0,,4.0,9.09090909090909,0.0,,,,,,,,,,2.0,,,9.09090909090909,,2.0,2.0,1,77.2593124619371,1
12095002064400004,1209500206440000401,12,9,50,2,6440,4,01,1,548,1,,1,3.0,1.0,20.0,6.0,2.0,2.0,2.0,2.0,,220.0,35.0,100.0,2.0,6.0,220.0,35.0,100.0,2.0,100.0,,,,,,,,,,0,0,6,0,,,,,,,,1,0,,,,,,,1,800.0,2.0,,,,,,,1,0.0,,,1.0,12.0,5.0,2.0,,,,,,,,,,,,1,2.0,2.0,1.0,1.0,548.0,,548.0,,2.0,,4.0,10.0,0.0,,,,,,,,,,2.0,,,10.0,,2.0,2.0,1,75.2993818376223,1
12095002064400006,1209500206440000601,12,9,50,2,6440,6,01,1,548,1,,1,3.0,1.0,20.0,6.0,5.0,5.0,5.0,5.0,,450.0,35.0,100.0,2.0,2.0,450.0,35.0,100.0,2.0,100.0,,,,,,,,,,0,0,6,0,,,,,,,,1,0,,,,,,,1,2500.0,2.0,,,,,,,1,0.0,,,1.0,20.0,5.0,2.0,1.5,5.0,2.0,,,,,,,,,1,5.0,5.0,1.0,1.0,548.0,,548.0,,2.0,,4.0,20.4545454545455,0.0,,,,,,,,,,5.0,,,20.4545454545455,,5.0,5.0,1,52.0539753784744,1
12095002066100001,1209500206610000101,12,9,50,2,6610,1,01,1,548,1,,1,3.0,1.0,20.0,6.0,9.0,9.0,9.0,9.0,,1600.0,35.0,100.0,2.0,6.0,1600.0,35.0,100.0,2.0,100.0,,,,,,,,,,0,0,6,0,,,,,,,,1,0,,,,,,,1,1000.0,2.0,500.0,2.0,,,,,1,0.0,,,1.0,10.0,5.0,2.0,5.0,5.0,2.0,9.0,5.0,2.0,,,,8.0,,1,9.0,9.0,1.0,1.0,548.0,,548.0,,2.0,,4.0,72.7272727272727,0.0,,,,,,,,,,9.0,,,72.7272727272727,,9.0,9.0,1,30.3965912577431,1
12095002066100003,1209500206610000301,12,9,50,2,6610,3,01,1,548,1,,1,3.0,1.0,20.0,6.0,3.0,3.0,3.0,3.0,,375.0,35.0,100.0,2.0,2.0,375.0,35.0,100.0,2.0,100.0,,,,,,,,,,0,0,6,0,,,,,,,,1,0,,,,,,,1,500.0,2.0,250.0,2.0,,,,,1,0.0,,,1.0,3.0,5.0,2.0,1.0,5.0,2.0,,,,,,,,,1,3.0,3.0,1.0,1.0,548.0,,548.0,,2.0,,4.0,17.0454545454545,0.0,,,,,,,,,,3.0,,,17.0454545454545,,3.0,3.0,1,43.598855682482395,1
12095002066100004,1209500206610000401,12,9,50,2,6610,4,01,1,548,1,,1,2.0,1.0,20.0,5.0,1.0,1.0,1.0,1.0,,120.0,35.0,100.0,2.0,6.0,120.0,35.0,100.0,2.0,100.0,,,,,,,,,,0,0,6,0,,,,,,,,1,0,,,,,,,1,100.0,2.0,,,,,,,1,0.0,,,1.0,2.0,5.0,2.0,0.5,5.0,1.0,,,,,,,,,1,1.0,1.0,1.0,1.0,548.0,,548.0,,2.0,,4.0,5.454545454545452,0.0,,,,,,,,,1.0,,,,5.454545454545452,,1.0,1.0,1,85.6549764556614,1
12095002066100005,1209500206610000501,12,9,50,2,6610,5,01,1,548,1,,1,3.0,1.0,20.0,6.0,3.5,3.5,3.5,3.5,,360.0,35.0,100.0,2.0,2.0,360.0,35.0,100.0,2.0,100.0,,,,,,,,,,0,0,6,0,,,,,,,,1,0,,,,,,,1,600.0,2.0,100.0,2.0,,,,,1,0.0,,,1.0,5.0,5.0,4.0,2.0,5.0,2.0,,,,,,,,,1,3.5,3.5,1.0,1.0,548.0,,548.0,,2.0,,4.0,16.363636363636402,0.0,,,,,,,,,,3.5,,,16.363636363636402,,3.5,3.5,1,25.1264460681435,1
12095002066100006,1209500206610000601,12,9,50,2,6610,6,01,2,548,1,,1,3.0,8.0,20.0,12.0,2.0,2.0,2.0,2.0,,120.0,35.0,100.0,2.0,2.0,120.0,35.0,100.0,2.0,100.0,,,,,,,,,,0,0,6,1,2.0,,100.0,,,,,1,0,,,,,,,1,200.0,2.0,,,,,,,1,0.0,,,1.0,2.0,5.0,2.0,1.0,5.0,3.0,,,,,,,,,1,2.0,2.0,8.0,1.0,548.0,,548.0,,2.0,,4.0,5.454545454545452,0.0,,,,,,,,,,2.0,,,5.454545454545452,2.0,2.0,2.0,1,10.3945593735144,1
12095002066100007,1209500206610000701,12,9,50,2,6610,7,01,1,548,1,,1,3.0,1.0,20.0,5.0,10.0,10.0,10.0,10.0,,1000.0,35.0,100.0,2.0,6.0,1000.0,35.0,100.0,2.0,100.0,,,,,,,,,,0,0,6,0,,,,,,,,1,0,,,,,,,1,2500.0,2.0,,,,,,,1,0.0,,,1.0,7.0,5.0,4.0,4.0,5.0,4.0,,,,,,,,,1,10.0,10.0,1.0,1.0,548.0,,548.0,,2.0,,4.0,45.454545454545496,0.0,,,,,,,,,,10.0,,,45.454545454545496,,10.0,10.0,1,27.62377171626,1
12095002072330001,1209500207233000101,12,9,50,2,7233,1,01,1,548,1,,1,3.0,1.0,20.0,6.0,3.0,3.0,3.0,3.0,,250.0,35.0,100.0,2.0,6.0,250.0,35.0,100.0,2.0,100.0,,,,,,,,,,0,0,6,0,,,,,,,,1,0,,,,,,,1,1500.0,2.0,,,,,,,1,0.0,,,1.0,12.0,5.0,2.0,,,,,,,,,,,,1,3.0,3.0,1.0,1.0,548.0,,548.0,,2.0,,4.0,11.3636363636364,0.0,,,,,,,,,,3.0,,,11.3636363636364,,3.0,3.0,1,43.89233196017049,1
12095002072330003,1209500207233000301,12,9,50,2,7233,3,01,1,548,1,,1,3.0,1.0,20.0,6.0,2.99,2.99,2.99,2.99,,300.0,35.0,100.0,2.0,6.0,300.0,35.0,100.0,2.0,100.0,,,,,,,,,,0,0,6,0,,,,,,,,1,0,,,,,,,1,1500.0,2.0,,,,,,,1,0.0,,,1.0,3.0,5.0,2.0,3.0,5.0,2.0,3.0,5.0,2.0,,,,,,1,2.99,2.99,1.0,1.0,548.0,,548.0,,2.0,,4.0,13.6363636363636,0.0,,,,,,,,,,2.99,,,13.6363636363636,,2.99,2.99,1,46.39496850795749,1
12095002072330004,1209500207233000401,12,9,50,2,7233,4,01,1,548,1,,1,3.0,1.0,20.0,6.0,1.5,1.5,1.5,1.5,,200.0,35.0,100.0,2.0,2.0,200.0,35.0,100.0,2.0,100.0,,,,,,,,,,0,0,6,0,,,,,,,,1,0,,,,,,,1,450.0,2.0,600.0,2.0,,,,,1,0.0,,,1.0,2.0,5.0,2.0,,,,,,,,,,,,0,,,,,,,548.0,,2.0,,4.0,9.09090909090909,0.0,,,,,,,,,,1.5,,,9.09090909090909,,1.5,1.5,1,63.2981020498553,1
12095002072330005,1209500207233000501,12,9,50,2,7233,5,01,1,548,1,,1,3.0,1.0,20.0,6.0,3.0,3.0,3.0,3.0,,300.0,35.0,100.0,2.0,1.0,300.0,35.0,100.0,2.0,100.0,,,,,,,,,,0,0,5,0,,,,,,,,1,0,,,,,,,1,36.0,3.0,,,,,,,1,0.0,,,1.0,6.0,5.0,2.0,0.5,5.0,5.0,,,,,,,,,1,3.0,3.0,1.0,1.0,548.0,,548.0,,2.0,,4.0,13.6363636363636,0.0,,,,,,,,,,3.0,,,13.6363636363636,,3.0,3.0,1,20.8744898973543,1
12095002072330006,1209500207233000601,12,9,50,2,7233,6,01,1,548,1,,0,3.0,8.0,20.0,12.0,1.5,1.5,1.5,1.5,,100.0,35.0,100.0,2.0,6.0,100.0,35.0,100.0,2.0,100.0,,,,,,,,,,0,0,6,0,,,,,,,,1,0,,,,,,,1,,,1.0,2.0,,,,,1,0.0,,,1.0,1.0,2.0,2.0,,,,,,,,,,,,1,1.5,1.5,2.0,1.0,548.0,,548.0,,2.0,,4.0,4.5454545454545485,0.0,,,,,,,,,,1.5,,,4.5454545454545485,,1.5,1.5,1,17.2504132831443,1
12095002072330007,1209500207233000701,12,9,50,2,7233,7,01,1,548,1,,1,3.0,1.0,20.0,6.0,6.0,6.0,6.0,6.0,,600.0,35.0,100.0,2.0,6.0,600.0,35.0,100.0,2.0,100.0,,,,,,,,,,0,0,6,0,,,,,,,,1,0,,,,,,,1,3000.0,2.0,,,,,,,1,0.0,,,1.0,25.0,5.0,2.0,,,,1.0,5.0,2.0,,,,,,1,6.0,6.0,1.0,1.0,548.0,,548.0,,2.0,,4.0,27.2727272727273,0.0,,,,,,,,,,6.0,,,27.2727272727273,,6.0,6.0,1,52.6236009035868,1
12095002072330008,1209500207233000801,12,9,50,2,7233,8,01,2,548,1,,1,3.0,8.0,20.0,12.0,2.5,2.5,2.5,2.5,,240.0,35.0,100.0,2.0,6.0,240.0,35.0,100.0,2.0,100.0,,,,,,,,,,0,0,6,1,2.5,,100.0,,,,,1,0,,,,,,,1,1200.0,2.0,500.0,2.0,,,,,1,0.0,,,1.0,8.0,5.0,2.0,,,,1.0,5.0,2.0,,,,,,1,2.5,2.5,1.0,1.0,548.0,,548.0,,2.0,,4.0,10.909090909090901,0.0,,,,,,,,,,2.5,,,10.909090909090901,2.5,2.5,2.5,1,76.949099982435,1
12095002072330009,1209500207233000901,12,9,50,2,7233,9,01,1,548,1,,0,3.0,1.0,20.0,6.0,1.5,1.5,1.5,1.5,,90.0,35.0,100.0,2.0,6.0,90.0,35.0,100.0,2.0,100.0,,,,,,,,,,0,0,6,0,,,,,,,,1,0,,,,,,,1,500.0,2.0,,,,,,,1,0.0,,,1.0,5.0,5.0,2.0,,,,,,,,,,,,1,1.5,1.5,1.0,1.0,548.0,,548.0,,2.0,,4.0,4.09090909090909,0.0,,,,,,,,,,1.5,,,4.09090909090909,,1.5,1.5,1,62.9632519552462,1
12095002072330010,1209500207233001001,12,9,50,2,7233,10,01,1,548,1,,0,3.0,1.0,20.0,6.0,4.49,4.49,4.49,4.49,,480.0,35.0,100.0,2.0,6.0,480.0,35.0,100.0,2.0,100.0,,,,,,,,,,0,0,6,0,,,,,,,,1,0,,,,,,,1,2000.0,2.0,,,,,,,1,0.0,,,1.0,12.0,5.0,2.0,,,,4.0,5.0,2.0,,,,,,1,4.49,4.49,1.0,1.0,548.0,,548.0,,2.0,,4.0,21.818181818181802,0.0,,,,,,,,,,4.49,,,21.818181818181802,,4.49,4.49,1,17.376856467825597,1
12095002072330011,1209500207233001104,12,9,50,2,7233,11,04,1,548,1,,1,2.0,1.0,20.0,6.0,3.0,3.0,3.0,3.0,,390.0,35.0,100.0,2.0,6.0,390.0,35.0,100.0,2.0,100.0,,,,,,,,,,0,0,6,0,,,,,,,,1,0,,,,,,,1,300.0,2.0,,,,,,,1,0.0,,,1.0,6.0,5.0,2.0,0.5,5.0,1.0,,,,,,,,,1,3.0,3.0,1.0,1.0,548.0,,548.0,,2.0,,4.0,17.727272727272698,0.0,,,,,,,,,3.0,,,,17.727272727272698,,3.0,3.0,1,81.3337846287779,1
12095002072500001,1209500207250000101,12,9,50,2,7250,1,01,2,548,1,,1,3.0,7.0,20.0,11.0,2.5,2.5,2.5,2.5,,200.0,35.0,100.0,2.0,2.0,200.0,35.0,100.0,2.0,100.0,,,,,,,,,,0,0,6,1,2.0,,100.0,,,,,1,0,,,,,,,1,1250.0,2.0,,,,,,,1,0.0,,,1.0,10.0,5.0,2.0,,,,2.0,5.0,2.0,,,,,,1,2.5,2.5,7.0,1.0,548.0,,548.0,,2.0,,4.0,9.09090909090909,0.0,,,,,,,,,,2.5,,,9.09090909090909,2.5,2.5,2.5,1,27.4514647709725,1
12095002072500002,1209500207250000203,12,9,50,2,7250,2,03,1,548,1,,1,3.0,1.0,20.0,6.0,7.0,7.0,7.0,7.0,,500.0,35.0,100.0,2.0,2.0,500.0,35.0,100.0,2.0,100.0,,,,,,,,,,0,0,6,0,,,,,,,,1,0,,,,,,,1,3000.0,2.0,,,,,,,1,0.0,,,1.0,24.0,5.0,2.0,3.0,5.0,2.0,,,,,,,,,1,7.0,7.0,1.0,1.0,548.0,,548.0,,2.0,,4.0,22.7272727272727,0.0,,,,,,,,,,7.0,,,22.7272727272727,,7.0,7.0,1,76.36053098533431,1
12095002072500003,1209500207250000301,12,9,50,2,7250,3,01,1,548,1,,1,3.0,1.0,20.0,6.0,0.25,0.25,0.25,0.25,,15.0,35.0,100.0,2.0,2.0,15.0,35.0,100.0,2.0,100.0,,,,,,,,,,0,0,6,0,,,,,,,,1,0,,,,,,,1,150.0,2.0,,,,,,,1,0.0,,,1.0,2.0,5.0,2.0,,,,0.5,5.0,2.0,,,,,,1,0.25,0.25,1.0,1.0,548.0,,548.0,,2.0,,4.0,0.681818181818182,0.0,,,,,,,,,,0.25,,,0.681818181818182,,0.25,0.25,1,68.0434772508258,1
12095002072500004,1209500207250000402,12,9,50,2,7250,4,02,2,548,1,,1,3.0,1.0,20.0,6.0,0.5,0.5,0.5,0.5,,50.0,35.0,100.0,2.0,6.0,50.0,35.0,100.0,2.0,100.0,0.0,,,,,,,,,0,0,6,0,,,,,,,,1,0,,,,,,,1,300.0,2.0,,,,,,,1,0.0,,,1.0,4.0,5.0,2.0,,,,,,,,,,,,1,0.5,0.5,1.0,1.0,548.0,,548.0,,2.0,,4.0,2.2727272727272703,0.0,,,,,,,,,,0.5,,,2.2727272727272703,,0.5,0.5,1,32.2529868509934,1
12095002072500005,1209500207250000501,12,9,50,2,7250,5,01,1,548,1,,1,3.0,1.0,20.0,6.0,3.0,3.0,3.0,3.0,,150.0,35.0,100.0,2.0,6.0,150.0,35.0,100.0,2.0,100.0,,,,,,,,,,0,0,6,0,,,,,,,,1,0,,,,,,,1,1000.0,2.0,,,,,,,1,0.0,,,1.0,9.0,5.0,2.0,,,,,,,,,,,,1,3.0,3.0,1.0,1.0,548.0,,548.0,,2.0,,4.0,6.81818181818182,0.0,,,,,,,,,,3.0,,,6.81818181818182,,3.0,3.0,1,22.9029725039166,1
12095002072500006,1209500207250000601,12,9,50,2,7250,6,01,1,548,1,,1,3.0,1.0,20.0,6.0,0.5,0.5,0.5,0.5,,50.0,35.0,100.0,2.0,6.0,50.0,35.0,100.0,2.0,100.0,,,,,,,,,,0,0,6,0,,,,,,,,1,0,,,,,,,1,300.0,2.0,,,,,,,1,0.0,,,1.0,1.0,5.0,2.0,,,,,,,,,,,,1,0.5,0.5,1.0,1.0,548.0,,548.0,,2.0,,4.0,2.2727272727272703,0.0,,,,,,,,,,0.5,,,2.2727272727272703,,0.5,0.5,1,68.4666976581075,1
12095002072500008,1209500207250000802,12,9,50,2,7250,8,02,2,548,1,,1,3.0,1.0,20.0,6.0,3.5,3.5,3.5,3.5,,300.0,35.0,100.0,2.0,6.0,300.0,35.0,100.0,2.0,100.0,,,,,,,,,,0,0,6,0,,,,,,,,1,0,,,,,,,1,1500.0,2.0,,,,,,,1,0.0,,,1.0,14.0,5.0,2.0,,,,,,,,,,,,1,3.5,3.5,1.0,1.0,548.0,,548.0,,2.0,,4.0,13.6363636363636,0.0,,,,,,,,,,3.5,,,13.6363636363636,,3.5,3.5,1,19.388276570393398,1
12095002072500009,1209500207250000901,12,9,50,2,7250,9,01,1,548,1,,1,3.0,1.0,20.0,6.0,9.0,9.0,9.0,9.0,,700.0,35.0,100.0,2.0,6.0,700.0,35.0,100.0,2.0,100.0,,,,,,,,,,0,0,6,0,,,,,,,,1,0,,,,,,,1,2250.0,2.0,,,,,,,1,0.0,,,1.0,38.0,5.0,2.0,,,,,,,,,,,,1,9.0,9.0,1.0,1.0,548.0,,548.0,,2.0,,4.0,31.818181818181802,0.0,,,,,,,,,,9.0,,,31.818181818181802,,9.0,9.0,1,46.9745421213311,1
12095002072500010,1209500207250001001,12,9,50,2,7250,10,01,1,548,1,,1,2.0,1.0,20.0,6.0,2.5,2.5,2.5,2.5,,260.0,35.0,100.0,2.0,1.0,260.0,35.0,100.0,2.0,100.0,,,,,,,,,,0,0,6,0,,,,,,,,1,0,,,,,,,1,,,1300.0,2.0,,,,,1,0.0,,,1.0,10.0,5.0,1.0,0.5,5.0,2.0,,,,,,,,,1,2.5,2.5,1.0,1.0,548.0,,548.0,,2.0,,4.0,11.8181818181818,0.0,,,,,,,,,2.5,,,,11.8181818181818,,2.5,2.5,1,41.126145253246996,1
12095002075620001,1209500207562000101,12,9,50,2,7562,1,01,2,548,1,,1,3.0,6.0,20.0,10.0,10.0,10.0,10.0,10.0,,800.0,35.0,100.0,2.0,6.0,800.0,35.0,100.0,2.0,100.0,,,,,,,,,,0,0,5,1,10.0,,100.0,,,,,1,0,,,,,,,1,2000.0,2.0,2000.0,2.0,,,,,1,0.0,,,1.0,40.0,5.0,2.0,,,,2.5,5.0,1.0,,,,,,1,10.0,10.0,1.0,1.0,548.0,,548.0,,2.0,,4.0,36.363636363636395,0.0,,,,,,,,,,10.0,,,36.363636363636395,10.0,10.0,10.0,1,3.3370540370935,1
12095002075620002,1209500207562000204,12,9,50,2,7562,2,04,3,548,1,,1,3.0,8.0,20.0,12.0,5.0,5.0,5.0,5.0,,500.0,35.0,100.0,2.0,6.0,500.0,35.0,100.0,2.0,100.0,,,,,,,,,,0,0,5,1,5.0,,100.0,,,,,1,0,,,,,,,1,3000.0,2.0,,,,,,,1,0.0,,,1.0,4.0,5.0,2.0,,,,2.0,5.0,2.0,,,,,,1,5.0,5.0,8.0,1.0,548.0,,548.0,,2.0,,4.0,22.7272727272727,0.0,,,,,,,,,,5.0,,,22.7272727272727,5.0,5.0,5.0,1,37.522736890549204,1
12095002075620003,1209500207562000301,12,9,50,2,7562,3,01,1,548,1,,1,3.0,1.0,20.0,4.0,7.0,7.0,7.0,7.0,,350.0,35.0,100.0,2.0,6.0,350.0,35.0,100.0,2.0,100.0,,,,,,,,,,0,0,6,0,,,,,,,,1,0,,,,,,,1,,,300.0,2.0,,,,,0,0.0,,,0.0,,,,,,,,,,,,,,,1,7.0,7.0,1.0,1.0,548.0,,548.0,,2.0,,4.0,15.909090909090901,0.0,,,,,,,,,,7.0,,,15.909090909090901,,7.0,,1,48.5179160282794,1
12095002075620004,1209500207562000401,12,9,50,2,7562,4,01,2,548,1,,1,2.0,7.0,20.0,12.0,2.0,2.0,2.0,2.0,,120.0,35.0,100.0,2.0,6.0,120.0,35.0,100.0,2.0,100.0,,,,,,,,,,0,0,5,1,2.0,,100.0,,,,,1,0,,,,,,,1,400.0,5.0,,,,,,,1,0.0,,,1.0,3.0,5.0,1.0,1.0,5.0,2.0,,,,,,,,,0,,,,,,,548.0,,2.0,,4.0,5.454545454545452,0.0,,,,,,,,,2.0,,,,5.454545454545452,2.0,2.0,2.0,1,70.7004547406858,1
12095002075620005,1209500207562000501,12,9,50,2,7562,5,01,2,548,1,,1,2.0,7.0,20.0,12.0,3.5,3.5,3.5,3.5,,300.0,35.0,100.0,2.0,6.0,300.0,35.0,100.0,2.0,100.0,,,,,,,,,,0,0,5,1,3.5,,100.0,,,,,1,0,,,,,,,1,550.0,2.0,300.0,2.0,,,,,1,0.0,,,1.0,12.0,5.0,2.0,,,,0.2,5.0,2.0,,,,,,1,3.5,3.5,1.0,1.0,548.0,,548.0,,2.0,,4.0,13.6363636363636,0.0,,,,,,,,,3.5,,,,13.6363636363636,3.5,3.5,3.5,1,6.03158971280648,1
12095002075620006,1209500207562000601,12,9,50,2,7562,6,01,1,548,1,,1,3.0,1.0,20.0,5.0,8.0,8.0,8.0,8.0,,640.0,35.0,100.0,2.0,6.0,640.0,35.0,100.0,2.0,100.0,,,,,,,,,,0,0,5,0,,,,,,,,1,0,,,,,,,1,4800.0,2.0,,,,,,,1,0.0,,,1.0,24.0,5.0,2.0,,,,,,,,,,2.0,,0,,,,,,,548.0,,2.0,,4.0,29.0909090909091,0.0,,,,,,,,,,8.0,,,29.0909090909091,,8.0,8.0,1,4.04284223358331,1
12095002078490001,1209500207849000102,12,9,50,2,7849,1,02,2,548,1,,1,3.0,8.0,20.0,12.0,40.0,40.0,40.0,40.0,,4800.0,35.0,100.0,2.0,6.0,4800.0,35.0,100.0,2.0,100.0,,,,,,,,,,0,0,1,1,40.0,,100.0,,,,,1,0,,,,,,,1,8000.0,2.0,20000.0,2.0,,,,,1,0.0,,,1.0,150.0,5.0,4.0,10.0,5.0,2.0,,,,,,,,,1,40.0,40.0,1.0,1.0,548.0,,548.0,,2.0,,4.0,218.18181818181802,0.0,,,,,,,,,,40.0,,,218.18181818181802,40.0,40.0,40.0,1,25.376341967080396,1
12095002079780001,1209500207978000101,12,9,50,2,7978,1,01,1,548,1,,1,3.0,1.0,20.0,6.0,35.0,35.0,35.0,35.0,,3500.0,35.0,100.0,2.0,2.0,2625.0,35.0,100.0,2.0,100.0,,,875.0,,,,,,,0,0,1,0,,,,,,,,1,0,,,,,,,1,5000.0,2.0,,,,,,,1,0.0,,,1.0,50.0,5.0,2.0,5.0,5.0,2.0,,,,,,,,,1,35.0,35.0,1.0,1.0,548.0,,548.0,,2.0,,4.0,159.090909090909,0.0,,,,,,,,,,35.0,,,119.318181818182,,35.0,35.0,1,3.83277130031711,1
